,reviews,Verified_status,word_count,spl_characters
401,we flew funeral madeira yesterday madeira ha no could restrict entry yet ba ask us unload our no vaccine pass before we could check online receive an ok about an hour later but my husband did not so couldn check online we arrive at heathrow hour before departure stood long queue check in there were just desk open queue approve travel then never people went break or disappear so we were down one desk open with queue bare move went complain various ba staff who said manage had been told more people were come one blood laid walk around age shepherd travel into queue before sit down at desk not man later did likewise make us wonder who they hadn simple work at desk from begin all all we stood that queue good hour before almost run secure queue which thank move quickly then we hurriedly bought sandwich walk our departure gate stood bu plane the whole expert extreme stress took best part hour we did not have time sit down until we did so plane and complete unnecessary if we had been all check online the would not have happen my husband vaccine pass is fine but not require madeira think it is system failure as he receive an email yesterday more say hi pass not order as did i even though id previous been told could check online also unnecessary as if ba had staff desk properly queue would have move a staff member told us ba had laid off lot staff due lock down now beg them return but have been treat badly they didn want to the flight itself fine time we were given bag crisp bottle water again fine not paris worth,✅ Trip Verified ,291,1
402,absolute bad expert with british away have two book with them past two year both were cancel the first one understand could expect but today got not surprise my flight natalya may cancel no explain is given will definite not book ever again with them,✅ Trip Verified ,48,0
403,flew ba lhrau outbound leg then back a return leg seat comfort staff service bound leg disappoint safety brief miss lhrau rout lhrau board time flight flew out time land time auslhr board one hour late left an hour late land one hour late too food quality both leg not fit human contempt wife order ve meal which serve cold both leg in flight entertain outbound leg bad screen not work on return leg work fine but the is due a be brand new good quality sleep both leg which good check at the lawless without acid check at au rotten we que were number line wait hour staff check us in what clear is staff quality austin is poor passing did not appear have passing local form ready verily pp ready or vaccine detail ready have look at busy premium economic class both leg pay busy class premium economic did not appear worth it baggage receive fine at au the latter took age return if had option not airline would not fly ba,Not Verified ,183,4
404,the food a an over night early more flight start with offer terrible chicken wrap thing terrible then went trait breakfast with disgust sausage lined has brown such rubbish ba,Not Verified ,30,0
405,really can believe they have adam call the first class the check staff at singapor were abrupt help the office ba long singapor close so they use cheap genet alter which anyone can pay twenty pound go in suffice say it not pleasant board like be middle bad comedy sketch can not believe two stewards have ever had and first class train had ask slipper the first drink took nearly an hour arrive despite only have passing serve between two them the poor woman sat next me order wine which came fill brim mean it first class not student house part neither had and knowledge wine menu most food a my speak dry over cook tough which cater manger sign off canal song mushroom top chink plenty should be sack dimmed will say cheeks port were nice howe worst thing constant galley noise there cart stowe dimmed front my seat k which they were out all night appear cap shut without slam they also seem have store their person belong bin dimmed above my seat so were out that as well will say seat itself is very well design but person in happy club would never do first again,✅ Trip Verified ,200,1
406,london cuba family kid where from down year old save travel been man holiday so we were exit be ba first time but disappoint became deeper as we had not eaten any since dublin that more at am we had no time eat at the so thought well get cometh usual around hour into flight hour after take off they serve out food food fine but not special no issue with beverage no attend kid as you expect from man other airline even kid book would be good move are all outset already watch so overall very medium expert,✅ Trip Verified ,104,0
407,one would think that number rise ba incur they would have had emerge plan down fine art last flew with ba may ye weekend last but one it crisis swore never again but end up purchase ticket aug boulogne ba cancel flight then could hit so end up with voucher fast forward feb th receive message am min from the that that my flight cancel arrive at airport with everyone else just wander seek answer the staff that were there either told you go online bit difficult as ba system were down or ring ba ha ha or go home not very help if you live two hour from the by some miracle pp sprung into life manage get one last seat even flight sat arrive as there coffee shop soon ran out seat by midday most us were try get afraid use long but no one allow departure until two hour prior your flight supposedly because crowd point out ba should have proved refresh told put claim in events got departure made it through secure ba custom service note oxymoron had consist queue about people as ba were still cancellingrearrang flight passing who were afraid board flight min late sat tartar as pilot told us delay them try reconcile luggage when we took off given one very small bottle water cereal bar fivehour flight they purport be topclass airline but fact ryanair ha more finest the staff are fine but can be misery because they are treat so badly like remind you that they are do their best difficult situate well so are passing the aircraft are cramp worn had been result use egyptian but flew home with them new aircraft with very good entertain system proved with hot meal snack same price as ba ticket how earth can ba justify their price the manage should be sack as until they are blame ruined the airline,✅ Trip Verified ,331,4
408,we will never use ba again long haul flight our expert flight from lhrmle want too bad apart from scream child but return want good expert we weren proved with drink when we board as we were forgotten that happen few more time due flight think crew premium economic were very young not very experience leave experience one businessfirst actual think ba only care about businessfirst custom now with cabin get larger those class they ran out food choice row back our cabin it not large cabin ran out wine straight after food service we had no food he apart from couple biscuit one those we had go get from kitchen we weren fed until he before we land it he flight then it song roll contain slice or succumb slice tomato ba just dont care anymore about little people,Not Verified ,143,7
409,british away is get words an words my flight min late luggage is take hour arrive no common whatsoever from anyone they can be reach phone answer with delay email if they do my pp is crash most time they change aircraft without notice so even if you pay seat staff will say there is not they can do,✅ Trip Verified ,60,0
410,paid busy class seat london from new york got downward at airport check because they overtook busy class couldn even proved cowpens or refund told had call custom service or submit form unbelief accept never again,✅ Trip Verified ,37,0
411,absolute symbol custom service the long at heathrow are outset service terrible wait over an hour my chosen fooddrink order be brought me end up get it myself told off do so on board product is average,✅ Trip Verified ,37,1
412,our flight back then on differ airline very delay cause us miss our first flight home understand that they were not require help due delay flight be differ airline what words is that they went ahead cancel our ticket our connect flight which we would have been all make base not flight out we found cause us have buy much more expense ticket home that result us have an overnight labor have buy hotel room top ridicule expense last minute ticket the absolute worst custom service have ever dealt with will never be fly with them again,✅ Trip Verified ,97,2
413,flight took off two hour late after what can only be describe as shall at airport no airbridg aircraft which is not accept the aircraft better than outbound flight who screen so small after serve only about rd cabin no first choice only vegetarian dish or chicken dish from economic cabin the airline must know that vegetarian will order meal so who include it as choice also offer roll hamchees breakfast after hour flight is cost save a hot breakfast should be offer with only minute between my connect flight due late arrive made staff war whilst they let me other passing flight first there no staff assist get us our flight it struggle get my connect flight on arrive glasgow got txt say my bag did not make flight first time use ba premium like my last,✅ Trip Verified ,140,2
414,there mistake my book made by ba got an email say contact us discuss took over contact attempt span hour still not resolve absolute most symbol custom support have ever experience still wait call back promise week ago,✅ Trip Verified ,41,0
415,the economic cabin surprisingly underpopul the flight with only about passing but busy class threequart full board therefore merci quick takeoff schedule sadly ba make use old club world product which now seem like step back time after experience new club suit ba there are some good point about old club world drawer capable take lawton more comfort seat when flat but other than those it an embarrassed the tiny poorly response screen is almost beyond belief service perfunctori meal service conform current overlie caution postcovid require with every serve at same time the doe mean that meal is over done with red speedily but it lacklustr expert contrast ba competitor smack continue costcut queue three toilet busy class were accept at time there limit attend paid keep them clean arrive schedule but could paperwork process meant that it an hour before we were all collect our baggage,✅ Trip Verified ,151,1
416,british away continue go downhill we flew busy class expert like economic from year ago except you can have glass champagne we were pack full x seat because it issue day before even if weren seat pitch width is same as economic gone are little pretend table middle seat give some ills style the food dread the flight service unsophist ba use have an accept european busy class they dont and more other european airline offer much better flight expert busy class comparison ba is take premium frequent ulcer grant treat us like mug how miss polite old ba busy class from around year ago how use look forward it small gesture like hang up coat give you hot towel have nice food be serve from galley rather than from man trolley could is not reason the is year cost cut result is dread,✅ Trip Verified ,147,0
417,outstand from warm smile welcome board the flight expel the flight crew were friendly attend very profession detail announce from flight deck as well food wine all very good index the premium economic product ba is also very good comfort seat foot leg rest decent remain fr superior and other airline other atlanta rout,✅ Trip Verified ,54,1
418,british away ha scrap mandatory wear face mask board flight although they pretend publicly that policy remain ba from london balaga th february across visible row around me there were out passing wear face mask one them the long after meal drink service had been clear remain like that as we land plan cabin crew were frequent up down aisle not word said and these non complaint passing or as they left aircraft with staff bid them farewell guess they are too scare remind people follow rule,✅ Trip Verified ,92,2
419,for on more ba got it all wrong with hour delay food voucher pound no inform or advice no staff serve wait passing the attitude toward passing is one dispense common,✅ Trip Verified ,33,0
420,not episode uniting shall when it come custom service the day after storm tunic english half term holiday are get underway so you make allow you accept there could be some delay the fact they were then compound by late cancel raft flight domes european destiny even saturday february over reason piti you could not ebook via ba west instead passing were compel queue at gate a at the possible ebook be proved with accommod overnight some ba cabin crew were help but those custom service south long who simple direct passing ever grow queue at a were disgrace,Not Verified ,100,0
421,check at had quick east long washington ba long very good sound pre flight food offer the overnight flight flight time board promptly as we had eaten we opt sleep there full dinner breakfast service those that want it we slept well on time arrive quickly made it t arrive long which expel,✅ Trip Verified ,53,0
422,very old plane poor food minims leg room economic check procedure online did not work me or and my fellow travel special meal request given week advance food allegro ignore spoke ba custom service repress as soon as land heathrow who said they could not help refer telephone line who said same but refer online complaint form have been try week rays the as concern those with food allegro prevent the from happen other but no reply via their complaint west or twitter telephone howling is now also current naval,✅ Trip Verified ,90,0
423,have just book ba return flight be one hour each way club class pay neuro person be then ask pay further neuro choose seat busy a full busy class ticket fee seat a very disengaged manage model,Not Verified ,42,1
424,ba got every right allow even before check the allow lot time staff help with paperwork need travel us on day travel it half term airport busy in spite the through secure into long minute long clean staff proactiv food serve quickly good rang drink east transfer c gate aircraft ready board quick well organs pre departure drink serve the cabin crew were expel proved very good service the food new club world menu option roast beef which expel although it older club world product it clean well maintain on time arrive baggage off very fast overall an expel flight it feel like ba are improve their offer at time when man other proved use could as an excuse service cut back well done,✅ Trip Verified ,127,2
425,appeal custom service they have cancel flight ebook us but have not confirm and change hotel reserve that part include book hour hour telephone with no response or you just get record message say they can take call they dont respond email sent complaint line,✅ Trip Verified ,46,2
426,the past novemberdecemb flew washingtonlondon return and strength that trip my first two year flight service quality appear have pretty much return prepandem state que ant the cabin clean well maintain seat were comfort food drink were good include very taste herefordshire roast pork return leg ba cabin crew remain best busy the one number book that had ebook number time due flight cancel contrary expert man here my ebook were hand courteous thoroughly although did have number length wait hold but under present circuit that be expect it good see that everyday product ha held up so well amid the dread time in look forward future trip ba,✅ Trip Verified ,109,7
427,had best expert have ever had with an airline our into flight cuba cancel by royal air marco we had find new flight at last minute found that book with them extreme simple unfortun we had cancel our flight day departure call custom service wait about minute before could speak with someone within minute flight cancel they offer me full refund the person line extreme nice understand will help us had never dealt with such nice employe from and airline got full refund my credit card day after usual chose cheapest flight ticket regardless airline but from now on ill definite make sure check with british away first,✅ Trip Verified ,110,0
428,ba cancel our origin return flight ebook us day later we had no issue with the just enjoy an extra day holiday but other might not have been so flexible howe they overlook ebook our connect flight from the we were fortune that there still space flight when we check at at the aircraft jewish expel conduct flight around cap service expel staff were friendly effect dinner good breakfast disappoint with little choice the the bed leg equal good am begin think that ba are get their more back again,Not Verified ,91,1
429,board slow comfort account lack iron at gate the club suit cabin were about full but rest plane can have been much more than occur whether the is reason who cabin crew flight were cut bare minimum is hard say but they certainly had work hard cover multiple cabin despite that drink food service busy effect current policy serve all course at on meant that dinner done dust two hour after takeoff which is real bone nighttime flight howe quality food remain medico at best past dish almost lined the club suit is big improve ancient c product although storage is funny arrange tiny compare that invite lose smartphon or two one definite miss drawer at foot level old c the large screen really improve view expert whole if system much more response the new seat dont significantly aid sleep particularly as there an obvious ring at level base spine wake up two hour before touchdown is definite be recommend order get breakfast over avoid usual queue toilet perform flight deck up it usual high standard arrive twenty minute ahead schedule progress through border control speed but baggage collect delay unspecifi reason overall good flight,✅ Trip Verified ,197,2
430,unfortun have just flown new club world cabin the time we had an inured old plane the good cabin crew who try make trip as pleasant as possible the bad flight entertain screen were watch when they work my wife didn post pad era just dont live up the food just about okay without be any special but all serve at on appear crew explain the is because shortage staff in afraid ba ha lot do regain it stand avail world competent is too fierce now sit your laurel,✅ Trip Verified ,89,0
431,utterly appeal company were flown with them two time now both time it been disease the first time return flight delay by over hour there nobody at gate tell us the so large group passing had roam round cuba airport look ba staff there were none events not airline told us go down some unmask stair where very angry person told us it our fault we should have been given letter we had no letter they then put us bu other german when we arrive there nobody greet us we were later just left there we had to yet again contact not airline who manage find us transport hotel when we got there we were told it full we couldn choose our room we were given terrible dirty cramp room never time throughout night we were call tell us our flight had been move events we got board next day my tray table broken as window blind didn get meal no cowpens offer the second time need reschedul my flight the west assure me the fine but proved no link need phone up if you need phone ba dont even bother try never got speak anyone just end up book hotel wait my flight rather than reschedul the food ha been terrible meager portion given infrequ my sandwich lined,Not Verified ,220,1
432,over past year have flown with british away twice end up exact same predict have wait around all day london heathrow hour flight home newcastle while holiday plane staff are fantasy custom service staff at heathrow are useless first time february got stuck heathrow due storm clara when travel home from work which not airline fault howe hand situate by staff at airport joke they had staff ran risk queue over unhappy travel whilst they could have set up mind risk anus gate get through everyone quicker their no crowd control at one point after que hour plus staff decide shut up shop in end after hour battle luck enough get home last flight day through sheer luck when final spoke someone in november decide give ba second chance book go new york since plane land late into the miss my connect flight which could have been avoid if staff at heathrow had assist me or held plane short while as rush through custom did manage make it gate with minute spare plane still german but since they had taken my luggage off flight they told me go service desk refuse let me since they had move me later flight my labor now hour all got from guest service food voucher spend phone number what thought complaint but after be hold minute found out it not from complaint consider fact the could have all been avoid with more assist have only been given food voucher seem really cheap a few day after got home then rays complaint express how annoy wait over month response before chase it up only find complaint staff were not work when got response said want back off my holiday got an apology told staff at heathrow will be better but term good will cowpens offer not,Not Verified ,316,2
433,return trip cape town urban club class highlight consist our outbound trip december good all respect where return trip disappoint check fine apart from agent fail label one bag priority result long wait our third bag the long busy but no complaint we went board gate at check time india screen where there no sign active although screen still show same gate departure time shortly thereof two ground staff appear when approach said flight delay from gate change lower level bu gate the inform screen had now update delay time new gate check flight rear pp which show that our aircraft had start urban flown cape town port elizabeth back cape town it had been clear some time that it had no hope be time our flight in fact look at it schedule turn around time it away go be late board events start at with departure at minute late drink service only start minute later follow by lunch the food good but wine offer very medico not up club standard with price good wine south africa there is no excuse serve poor wine lunch service quick but then crew disappear behind curtain there no offer top up drink unless specie request overall the disappoint flight with lacklustr crew,✅ Trip Verified ,215,0
434,use british away first time have admit that am impress with their service firstly want thank laid that assist me weigh my luggage my flight howe due unforeseen circuit arrive at airport around convince that go miss my flight because queue very long stood there few minute but then realize that would miss my flight went club checking laid inured kind me just cannot believe how patient she with me even though at fault she weigh my luggage all board flight success not war that the airline give out free meal we got sandwich drink we had an option choose between vegetarian chicken person love free stuff so will be ditch flysafair even though they have expel service as well near future unfortun divers the first time flew have admit that have never seen such divers amongst cabin crew staff howe with british away it differ the staff very kind friendly as well what wonder expert fly with these guy,✅ Trip Verified ,163,6
435,recent had unfortun privilege travel british away from detroit bangalor back given that it is long arduous journey with multiple labor decide spend extra get busy class ticket quickly dissuade and disconcert that special because spent that extra money or busy class from shod service rude into from ground staff experience not but frustrate insecure throughout my journey the tramp be strand london have miss my connect spend close hour get front counter ebook my flight be busy class travel had no bear as we were all told stand one giant line wait our turn some special passing were escort club world check in when we ask laid she told us continue stand where we were she would come back get us when counter freed up needless say it never did final got my turn with no extra help from and ground staff that run around frenzy ebook so come back question can big corpora lie with no account who would spend my harder money cometh that gave me not extra shame you british away your complete disregard your passing stop your lie or update your promise,✅ Trip Verified ,188,4
436,have flown with ba man year today not poor expert as give wit airline decline into supper service understand that it been tough two year airline but ba decline start before handed it ha now truly plumes norm queue at of ba checking german even priority lane at standstill at least half an hour before people start complain they miss their flight terrible effect at checking counter at time only one member staff is process people whilst other ba staff stood around their phone or have chat one member staff stop process man deeper try catch hi flight order start process someone else who had jump in the interior plane genet filthy club bit food stain mark all around seat area they give you single wet wipe which use think your hand but now see most passing wipe down their surround area there are some very good courteous member staff but there are also some a member staff who behave profession on the particular flight one cabin crew is as swear about hi colleague at back plane who appear want pull hi weight very poor use be proud ba ulcer but now just feel like in cling my airline state which doesn actual proved you better service these day,✅ Trip Verified ,210,0
437,the entertain select sub par minims select new release were not new release my food left cometh be desire two seat our row harpoon jack didn work the plane either comfort hot or too cold find medium hemp just overall very basic genet airline,✅ Trip Verified ,44,0
438,straightforward friendly baggage drop on south long no polite covers have you use our long before no india that it so busy there nowhere sit at all consider even m distance had roam enter long leg our bag carpet floor with no success at all gave up after minute decide try not long arrive every actual right front us actual found somewhere sit after minute look around menu basic with no egg has brown or and breakfast cake or coffin order frittata as so hungry made my way selfserv coffee counter which had basic coffee straight away put off by fly hover over croissant fruit flight depart from gate where you had take train as if rub salt wound were then told that dub flight usual leave from there should gone long near there look at individu cubic which be honest our top reason choose busy class gave me heart howe door cannot close till take off ask artisans crisp or biscuit menu it took them over an hour lunch came not almost hour ask if could swap put as am not crumbly person said will sure try but clearly didn with no apology or even try portion were small plus saw quit few fellow passing sleep through lunch so ask if could have more but all finish school are window not special about other amen toilet were no differ what you expect amen kit basic due seem well use it not worth almost time amount regular ticket naiv trust claim world class standard,✅ Trip Verified ,257,0
439,on arrive at warsaw airport check zone only one that not announce flight board we had guess ask random people where go on we final found checking desk luggage drop checking appeal it took us over hour get our bag check and we were half way through queue the whole process disorganised very slow really last thing you want when look after small impair kid laid warsaw airport who suppose direct passing correct queue useless one checking desk neuro travel club europe one bag drop one checking flight left delay but pilot manage catch up land with small delay crew plane nice attend luckily air expert much better but sort out your ground service at warsaw airport,Not Verified ,121,3
440,in glasgow one check desk open huge queue with no busy check in it took me close an hour wardrop get onto aircraft glasgow no hello from crew same get off normal find ba cabin crew very nice breakfast very tire look croissant use ba long german not very keen new table service poor choice meniscus portion long staff were very nice both direct on arrive at the there coach transfer from t t we were pack like garden so much social distance the flight from the isa delay on we board we sat aircraft not he min captain advise us that there no tow truck push back when it did events arrive there were no baggage handle load contain no drink or any offer while we wait food not even worth mention as far as club europe go it not worth extra cost no priority baggage as mine were last onto belt isa seat are economic seat with cent one block off the first office sum it up when we arrive isa sorry folk the trip pretty poor show by ba he right for return trip hogmanay we left time give never been flight or from isa which ha left time isa long is nice enough but food choice is laughabl on board gave food miss heathrow back glasgow flight left time food an antipasto some sort which decline both case were last off again club europe is really not worth money as you are an economic cabin would have thought that ba would do more about their food board service since cabin is what it is,✅ Trip Verified ,270,0
441,after two year be unable fly our second home south africa because could it fantasy be back board ba flight cut club suit seat k k boot these seat are huge improve old yinyang c seat term privacy was access if screen but cabin still felt dense occupy seat were just as comfort when lie flat storage mix bless too with three rather fuss little compare rather than decent size drawer old c mean that lawton would have be store above the food board useful although serve all three course at same time doe at least mean that dinner service isn drag out cabin crew went about their busy duty but with little enthusiasm there were usual queue toilet the flight itself une land more or less time cut had an effect arrange check form dimmed after leave airbridg there were no queue at immigr it good be back,✅ Trip Verified ,149,3
442,paid round trip flight london back premium economic they bump me from seat flight back told me id be issue refund instead be issue refund had contact them through never differ method phone west twitter final email they told me id be get back which is less than half paid upgrade instead they refund email again they told me id be get more back when email again say that that doesn add up origin amount told get they simple reply with that final amount turn out that meant they were take back into refund only get total so email them again ask who they change amount they yet respond so call the more after explain polite what call they hung up me,✅ Trip Verified ,129,7
443,very nice return flight with ba to add my previous review really like how ba organs board disembark process group the is super comfort as passing dont jump out then sweat queue when gate is not even there the a new cabin had fresh feel with nice mood light row ha an enhance bedroom the make hour hop very comfort on again may staff they were even more attend accommod gold level passing away come ask if and help is need love hum beetroot quincy salad food great wife at really competent price think it is great that they also have food alcohol offer buy online all travel class domes t arrive is breeze,✅ Trip Verified ,118,2
444,overall very love flight with ba edinburgh due christmas holiday long ok quit worn out although staff food were nice much better than when travel last time although plane seem old cabin felt very fresh clean temperature perfectly adjust my like around c had funke light although seat are same as those economic they are pretty comfort hour hop much better than those at air france together with an enhance bedroom row it wonder for gold card passing ba automatic reserve row club europe with enhance bedroom which think is great touch the crew respect purse were phenomena extreme friendly adapt your need profession leave very pleasant flight aftertast afternoon tea cater love the short flight sandwich stone were taste am actual fan wellpres howe simpler meal board my opinion they are just master give feel trust for quick hop ba tick all mark here in comparison cdglhr leg air france present chin cold started howe me it look bit too complex and except from duck terrain rather unappetis ulm serve super nice simple chicken caesar but it paper box one big drawback first wing expert at t queue there so long that decide go through regular line instead it quit disappoint given how much money regular ulcer their company spend earn gold state nevertheless flight and most importantly crew complete neat that drawback the flight one way return inch transfer kirkwal which pretty expense howe service seem like it worth money,✅ Trip Verified ,248,19
445,first the one smoothed up us flight have taken the board appeal had family with kid queue no reason at all they call family front but then decide board busy premier class first which appreci who but who call family the words seat ever bedroom appeal the entertain system is basic it doe not support bluetooth headphon us doe not support your own devil move although west say ye headphon input as good as useless the crew were nice so sorry miss that,Not Verified ,83,1
446,fly due could is away challenge ba verily pp work perfectly online checking fearless the bag drop at t fearless board done effect by zone although an older it had been refurbish every new clean the cabin crew were credit airline smartly dress friendly keen pleas we were offer two drink before lunch serve with more drink with meal the food accept we were given taste sandwich before land obvious it only economic but after hour fly arrive relax distress,✅ Trip Verified ,83,0
447,flew nashville via chicago first expel check secure long good food drink choice very good first cabin is seat comfort seat entertain little clung cabin service top banana food drink choice last may an aircraft a special call out stewart tim a credit ba,✅ Trip Verified ,46,1
448,had low expect busy class ba european rout but the flight even words t is mess with minute queue check bag with ton people arrive late check guy seem careless about turkey need per etc ba long is joke so i went out got such from restful there full wine crowd long but just bad all round board chat we left an hour late a jam full but busy class there is little bedroom just middle seat free you might as well fly low cost carrier same seat there is no flight screen no overhead screen although curtain close economic people use forward bathroom with no crew send them back the only salt pretty decent shepherd pie red wine otherwise would avoid fly ba the next day flew same aircraft type brain not carrier with proper busy class seat flight screen headphon good food drink arab coffee date gracious service ba hang your head shame,✅ Trip Verified ,157,0
449,were just use new club world first time were delight with new configur the privacy afford is so much better flight entertain storage were brilliant unfortun we had most lethargy crew ever who on meal serve basic disappear the wine were warm they even forgot offer my wife drink with lunch she also had pair use sock her storage cabinet heathrow nightmare as often happen be minute early reward with minute wait gate then hour wait our luggage absolute shock could time,✅ Trip Verified ,84,0
450,my flight yesterday due take off at soon after reach gate first passing were call preboard then gate staff said aircraft ha not been given permits land at aberdeen due poor weather airport inform kept tell passing go gate further hour half before passing learn flight had been cancel via ba pp we then had join line custom service desk it took two hour reach desk my case reach desk told had automatic been book follow more flight be offer overnight hotel that did not meet my need so request cancel get my bag back told cancel my book ba pp they could not do it at desk then direct via gate collect my bag the meant have go via up border reach baggage belt then wait my bag hour because they had automatic store my bag follow day flight ba staff were rude dismiss custom complaint at length time bag were take arrive like it our fault cancel alter flight they had offer next day,✅ Trip Verified ,169,1
451,it is first time we have flown ba busy class aircraft hope it will be last firstly checking crew were great friendly help it manual checking not machine which is away much nicer no complaint at all that depart food journey adieu but no choice started or desert choice main course busy class seat is with alter seat face backward as are both cent seat we were those so you are either face stranger aisle seat or you put screen up you are claustrophob bubble you cannot see out you cannot see other passing it slightly better as it my wife myself but it would be utterly a be shut the space with stranger nowhere put glass bottle water book or glass within east reach unless you keep table down in most busy class seat you can tuck your bag under seat front take off land but there is nowhere put bag so every ha go overhead locked they are miss over first row cent seat so not much storage space we were row get out you have climb over leg leg rest person aisle seat row now if you are travel solo cent seat that is away case but normal if as couple you take aisle cent at least you are climb over your partner leg not some stranger am ft could just about manage my wife at ft could not get over without disturb passing row behind the read light hopeless did not shine your book light control from hands did not work at all the is utterly a design will certainly make us avoid ba future if at all possible,✅ Trip Verified ,282,0
452,claim my mile right after my trip at begin august they took almost month reply my surprise reject my request without proved and reason have sent them complaint per email still didn get reply it ha been month am still wait an answer furthermore man people were not wear mask when ask flight attend who they were allow people not wear mask they said there are media except when we order more drink they reply that we need pick them out yourself what busy class custom service,✅ Trip Verified ,89,0
453,british away is take reserve then cancel flight without give and reason we had further plan that all need be cancel because flight ba did not was process offer absolute no explain who flight cancel am not go travel ba again may not travel again the year at all,✅ Trip Verified ,49,0
454,have flight book january they send me an email at begin december inform me that my flight change my second flight move next day make my labor hour call them told just cancel what kind answer is that mean still need fly where am go book with not airline closer day am fly will be more expense it is very big inconveni me dont even get an apology just cancel,✅ Trip Verified ,72,2
455,had future travel voucher singapor london which thought would be perfect my flight relic home id been under impress that it simple process just call up book onto same rout that id previous paid and that had previous been cancel by ba themselves but new date how wrong wa first had pay top up my flight signify amount equal around value my origin flight which receipt ticket part cash part april the because price increase fact that fly at peak time the extra charge also meant that overall paid more than face value their online price at time ticket flight as well as them still keep airline id redeem they explain that online price receipt price differ that just how system work howe if had taken refund would have lost lot money administer fee they had me deeper situate where lose under pound them no matter what did so cut my loss book flight or at least thought did the call cent agent who had previous explain she work remote with no manage or supervise and no way local issue took my card detail include full card number date can code explain my flight ticket receipt payment an extra bag would follow a week later still had no ticket no detail no charge my card no book refer not call up confirm the call cent agent reach apologies advise he would local it book team again took my card detail on again wait not week sign be book onto flight the began cycle increasingly frequent deeper call british away as they repeatedly fail do simple task book me flight span over week on friday before my monday flight sat tear not ba call cent agent who promise get me my flight book my extra bag the next day around hour before due fly final got my book refer yet they still fail charge me or add my extra bag luckily notice the my check detail manage add bag online the whole expert stress costly result me spend hour day phone listen british away hold music furthermore there ha been signify cusack ba flight cater service due could result smaller portion leave me quit hungry such long flight though give flown ba repeatedly with few problem past their service ha gone significantly downhill,✅ Trip Verified ,392,8
456,extreme disappoint in trip expert am gold map miles with alaska airline my ticket travel want link with alaska airline when speak with alaska repress they confirm it due lack effort british away in accomplish the task could over look lack effort the even though frustrate the main issue is ticket felt connect process depart egypt the more with connect ticket hand on arrive us appear my alaska as felt change hour later flight with complete differ airline felt who doe that without notify custom found the out when try go through secure in seattle they said my ticket not valid had go alaska airline find out what issue wa they explain british away had ebook with felt the took about min with custom service then i had go felt sort mess out am so frustrate,✅ Trip Verified ,139,3
457,british away seem happy encourage spread could took am flight from t at heathrow pari do nd november which board by bu from remote gate the bu driver insist pack bu it maximum possible load stand by door tell custom squeeze right up he not leave german until bu full the result that passing bu were pack tight maximum facial distance about cm a second coach aircraft follow just few minute later had about custom it it is shame that ba ground staff exercise no control did not check bu board process whilst flight okay the serve underline how ba seem happy disregard and could safety protocol airport environs in contrast recent air france siberia flight their ground staff are much more discipline actual try control custom may the underline very laissez fair attitude could that now prevail up,✅ Trip Verified ,140,1
458,refuse an early check told come back at pm pm departure there no staff until both staff member were very inexperience with poor attitude take up lot time each passing,✅ Trip Verified ,31,2
459,check ok all document were scan without problem the flight delay by minute due crew member been stuck m not airline fault replace crew where found board onto new a neo went ahead the club europe cabin row economic seat with middle seat block off for me at tall can fit ok howe anyone taller than me might struggle with limit leg room the flight service stop start affair not write home about the crew fail work as team you had go galley get extra drink even serve cool coffee with filter paper bottom cup land disembark went without pitch include bu ride german not ba finest hour,✅ Trip Verified ,113,0
460,arrive at south airport tenerif hour before departure siberia had not open check in even with full flight wait usual check process post could took place with usual error paperwork slow thing down pass secure fine siberia had long with person cap serve drink simple select cold food board done by peter long bu ride as plane park at gate not sure who the plane very new a neo with row club seat the seat ok hour flight but any longer would expect club europe have more leg room than couple inch between my knee seat front food drink where very good serve with steel cutlery glass tumbler good select wine go with above average salad overall it an ok expert with great cabin crew,✅ Trip Verified ,130,0
461,checking very slow no pp checking could not check my vaccine or code online check staff friendly but too few them ba silver card holder no stockholm long use board fine but plane worn out seat close together row even words crew really profession happy it seem arrive at heathrow total shall ba land at no gate so wait wait minute then ba petty didn work then ba had no step very slow leave plane as only modern mobile wheelchair passing struggle down step everyone very patient support but it terrible watch so ba skin long plane conduct gate crew good seat very comfort,Not Verified ,107,0
